scene_id,miou,mrecall,mprecision,mf1score,fmiou
room0,25.249712474887136,39.768702135947734,40.78419091908828,31.115472285753494,45.059015361883745
room1,22.986333248646638,42.96531755673258,26.236750812906966,27.658819900417626,39.08003744707067
room2,24.614715792216657,40.2745480073861,44.07992799533531,29.91942932210937,37.07933738196861
office0,17.676997683216484,29.241432481940137,26.963517624782586,21.94223868970008,28.623211161050342
office1,12.406640706790819,29.928774759173393,16.33173136247529,16.38162883069136,13.01874338256652
office2,16.436211149266455,30.29675893485546,33.91287330450723,22.599106540480008,37.746854546992445
office3,17.63993845365587,31.506167024019216,22.192437983626622,21.74171272471035,34.00423319258231
office4,43.82850053720176,59.03607591986656,54.61299213580787,49.2248788267591,41.1529691689143
all,20.565956472621664,39.476065110901125,37.13815074171061,27.62942809278001,33.40386931459405
