scene_id,miou,mrecall,mprecision,mf1score,fmiou
room0,23.760944262713842,36.8514366508664,41.21308457106352,28.899340668127994,48.48588782302766
room1,21.607132589346485,40.64777964039853,22.38873800164775,24.96544089643157,36.057633001860076
all,18.186416787960166,35.8562041390022,33.70929716953209,23.528589055839152,42.048286009399774
