scene_id,miou,mrecall,mprecision,mf1score,fmiou
room1,21.748093378386997,40.96131763960186,22.338308060639783,25.151690825208988,35.7423139429674
all,21.748093378386997,40.96131763960186,22.338308060639783,25.151690825208988,35.7423139429674
