scene_id,duograph_miou,conceptgraphs_miou,gap_miou,duograph_mrecall,conceptgraphs_mrecall,gap_mrecall,duograph_mprecision,conceptgraphs_mprecision,gap_mprecision,duograph_mf1score,conceptgraphs_mf1score,gap_mf1score,duograph_fmiou,conceptgraphs_fmiou,gap_fmiou
room1,21.748093378386997,24.476757331898337,-2.72866395351134,40.96131763960186,38.326937979773476,2.634379659828383,22.338308060639783,32.62922395216791,-10.29091589152813,25.151690825208988,29.23641697435178,-4.084726149142792,35.7423139429674,42.9567639961548,-7.214450053187399
all,21.748093378386997,24.531273201959582,-2.783179823572585,40.96131763960186,40.21560978223494,0.7457078573669165,22.338308060639783,36.17999221846137,-13.84168415782159,25.151690825208988,30.12228994412403,-4.970599118915043,35.7423139429674,36.237601582989,-0.4952876400216013
