init_dup_rate_global,init_semantic_accuracy,init_unique_targets,init_valid_eval_observations,layer1_coverage_vs_init,layer1_dup_rate_global,layer1_false_merge_rate,layer1_hypotheses,layer1_pair_precision,layer1_semantic_accuracy,layer1_unique_targets,layer2_coverage_vs_init,layer2_decision_accuracy,layer2_decision_accuracy_after_merge,layer2_decisions,layer2_duplicate_birth_rate,layer2_fragmented_target_rate,layer2_gt_target_fragmentation,layer2_id_switch_rate,layer2_semantic_accuracy,layer2_unique_targets,scene
0.982405,0.414407,85,4831,0.988235,0.977766,0.120169,3778,0.234501,0.420593,84,0.988235,0.788777,0.839862,3778,0.908738,0.857143,761,0.483757,0.420593,84,room1
