scene_id,miou,mrecall,mprecision,mf1score,fmiou
room1,23.851953721360157,43.19731702930049,26.018606577264634,28.321485316206758,40.71940881187295
all,23.851953721360157,43.19731702930049,26.018606577264634,28.321485316206758,40.71940881187295
