scene_id,miou,mrecall,mprecision,mf1score,fmiou
room1,27.920148565508978,45.80387985306994,46.09158942966084,33.52164753286924,36.16334072449499
all,27.920148565508978,45.80387985306994,46.09158942966084,33.52164753286924,36.16334072449499
