scene_id,duograph_miou,conceptgraphs_miou,gap_miou,duograph_mrecall,conceptgraphs_mrecall,gap_mrecall,duograph_mprecision,conceptgraphs_mprecision,gap_mprecision,duograph_mf1score,conceptgraphs_mf1score,gap_mf1score,duograph_fmiou,conceptgraphs_fmiou,gap_fmiou
room0,21.493254431887813,21.3348021857319,0.1584522461559139,39.901644574559256,38.33523945953778,1.5664051150214746,39.037151464625545,29.432649671545498,9.604501793080047,28.351548924223906,25.27255634427201,3.078992579951894,46.262820215534774,50.03472116567874,-3.7719009501439658
room1,26.930458111516938,24.476757331898337,2.4537007796186003,47.81303082188395,38.326937979773476,9.486092842110473,48.27021733906708,32.62922395216791,15.640993386899169,35.85460361756158,29.23641697435178,6.6181866432098,40.64072949234391,42.9567639961548,-2.31603450381089
room2,23.202928047976457,26.970139709010255,-3.767211661033798,39.22466737203649,39.659881974512246,-0.43521460247575305,50.16538583440706,41.00430384860374,9.161081985803321,29.38207985948489,32.113752120617164,-2.7316722611322746,39.70267835737895,34.8706805471552,4.831997810223747
office0,16.459998681093566,20.048448614543304,-3.5884499334497377,31.620190651156012,37.47050008736551,-5.850309436209496,33.25854281894863,25.089630951406434,8.168911867542192,21.634804934781286,23.994968792223258,-2.3601638574419717,28.67712315522165,32.276380735431395,-3.599257580209745
office1,10.058012001940773,14.481063585521447,-4.4230515835806745,26.11462488873965,25.400958293014103,0.7136665957255488,27.84305488069852,15.834115466309918,12.008939414388603,13.50412456138755,16.81532451367185,-3.3111999522842996,12.993050106221423,14.720148934175553,-1.72709882795413
office2,20.49525934708072,21.890415933012264,-1.3951565859315451,38.31879631616175,36.03573411674006,2.2830621994216926,42.252465784258675,33.32671835232759,8.925747431931086,27.807611520682784,26.959262573243926,0.8483489474388577,38.595008469816875,40.48213544774193,-1.8871269779250568
office3,9.793513008792486,21.677331494287326,-11.88381848549484,37.24090144304292,35.8979932254269,1.3429082176160207,22.936118856471563,26.03440362051645,-3.0982847640448874,14.108632510358149,25.089043599846416,-10.980411089488268,24.73800707082895,35.79975754246139,-11.061750471632443
office4,36.53371739201248,46.82896421290934,-10.295246820896864,54.7750860452652,60.9982430934906,-6.223157048225403,50.78725044615566,55.52815065719188,-4.7409002110362195,44.92304141461009,51.77475985208585,-6.8517184374757605,41.10791251894364,51.234225574864624,-10.126313055920981
all,20.09076731907123,24.531273201959582,-4.440505882888353,39.284008756563395,40.21560978223494,-0.9316010256715472,43.645539416162215,36.17999221846137,7.465547197700843,27.960694133709836,30.12228994412403,-2.1615958104141946,33.58832987501651,36.237601582989,-2.6492717079724883
