scene_id,miou,mrecall,mprecision,mf1score,fmiou
room0,21.493254431887813,39.901644574559256,39.037151464625545,28.351548924223906,46.262820215534774
room1,26.930458111516938,47.81303082188395,48.27021733906708,35.85460361756158,40.64072949234391
room2,23.202928047976457,39.22466737203649,50.16538583440706,29.38207985948489,39.70267835737895
office0,16.459998681093566,31.620190651156012,33.25854281894863,21.634804934781286,28.67712315522165
office1,10.058012001940773,26.11462488873965,27.84305488069852,13.50412456138755,12.993050106221423
office2,20.49525934708072,38.31879631616175,42.252465784258675,27.807611520682784,38.595008469816875
office3,9.793513008792486,37.24090144304292,22.936118856471563,14.108632510358149,24.73800707082895
office4,36.53371739201248,54.7750860452652,50.78725044615566,44.92304141461009,41.10791251894364
all,20.09076731907123,39.284008756563395,43.645539416162215,27.960694133709836,33.58832987501651
