scene_id,miou,mrecall,mprecision,mf1score,fmiou
room1,21.73468901922828,41.15341407688041,27.36267143566358,25.430655035076867,36.37161196334143
all,21.73468901922828,41.15341407688041,27.36267143566358,25.430655035076867,36.37161196334143
